Date,Adj Close,Close,High,Low,Open,Volume
2024-01-01 00:00:00+00:00,1286.1641845703125,1294.925048828125,1303.0,1286.7750244140625,1290.5250244140625,135282
2024-01-02 00:00:00+00:00,1296.617919921875,1305.449951171875,1307.449951171875,1286.75,1293.824951171875,172372
2024-01-03 00:00:00+00:00,1282.7374267578125,1291.4749755859375,1317.0,1288.574951171875,1304.050048828125,215002
2024-01-04 00:00:00+00:00,1289.91357421875,1298.699951171875,1304.875,1290.0,1294.699951171875,325168
2024-01-05 00:00:00+00:00,1294.5570068359375,1303.375,1309.7249755859375,1298.9749755859375,1300.074951171875,931030
2024-01-08 00:00:00+00:00,1284.3018798828125,1293.050048828125,1316.0,1284.1500244140625,1306.199951171875,175002
2024-01-09 00:00:00+00:00,1281.5704345703125,1290.300048828125,1303.5250244140625,1288.125,1298.675048828125,280844
2024-01-10 00:00:00+00:00,1316.0107421875,1324.9749755859375,1329.4749755859375,1288.6500244140625,1290.300048828125,916002
2024-01-11 00:00:00+00:00,1350.0042724609375,1359.199951171875,1362.4749755859375,1327.8499755859375,1327.8499755859375,688390
2024-01-12 00:00:00+00:00,1360.7808837890625,1370.050048828125,1373.2249755859375,1345.7750244140625,1359.199951171875,1213012
2024-01-15 00:00:00+00:00,1384.320556640625,1393.75,1396.324951171875,1366.0,1373.449951171875,243454
2024-01-16 00:00:00+00:00,1364.5302734375,1373.824951171875,1396.25,1370.5,1390.925048828125,307608
2024-01-17 00:00:00+00:00,1352.189453125,1361.4000244140625,1386.0,1355.5,1364.925048828125,231724
2024-01-18 00:00:00+00:00,1358.1983642578125,1367.449951171875,1371.0,1350.0,1350.0,317964
2024-01-19 00:00:00+00:00,1358.27294921875,1367.5250244140625,1376.5,1358.425048828125,1376.5,966014
2024-01-23 00:00:00+00:00,1319.015380859375,1328.0,1371.375,1322.5,1366.074951171875,204594
2024-01-24 00:00:00+00:00,1335.2547607421875,1344.3499755859375,1349.5,1324.5,1330.0,546122
2024-01-25 00:00:00+00:00,1346.006591796875,1355.175048828125,1362.5,1335.0250244140625,1342.25,4822230
2024-01-29 00:00:00+00:00,1438.2779541015625,1448.074951171875,1452.5,1356.5999755859375,1356.5999755859375,1647900
2024-01-30 00:00:00+00:00,1397.903076171875,1407.425048828125,1458.9749755859375,1404.375,1452.699951171875,606696
2024-01-31 00:00:00+00:00,1416.9482421875,1426.5999755859375,1434.7249755859375,1402.4749755859375,1405.7249755859375,217408
2024-02-01 00:00:00+00:00,1416.699951171875,1426.3499755859375,1442.625,1418.3499755859375,1435.5999755859375,176548
2024-02-02 00:00:00+00:00,1447.5150146484375,1457.375,1474.949951171875,1432.2249755859375,1432.2249755859375,1307244
2024-02-05 00:00:00+00:00,1428.7926025390625,1438.5250244140625,1470.0,1432.0,1460.5999755859375,256144
2024-02-06 00:00:00+00:00,1418.736083984375,1428.4000244140625,1443.699951171875,1420.4000244140625,1443.699951171875,230162
2024-02-07 00:00:00+00:00,1431.946044921875,1441.699951171875,1449.0,1429.2249755859375,1435.0,641024
2024-02-08 00:00:00+00:00,1441.6549072265625,1451.4749755859375,1459.875,1428.3499755859375,1447.800048828125,197698
2024-02-09 00:00:00+00:00,1451.2645263671875,1461.1500244140625,1472.074951171875,1451.300048828125,1452.5,1624342
2024-02-12 00:00:00+00:00,1441.6549072265625,1451.4749755859375,1461.175048828125,1442.5,1461.1500244140625,294412
2024-02-13 00:00:00+00:00,1454.5670166015625,1464.4749755859375,1478.9000244140625,1454.699951171875,1455.199951171875,645804
2024-02-14 00:00:00+00:00,1471.2781982421875,1481.300048828125,1483.300048828125,1455.699951171875,1455.699951171875,245414
2024-02-15 00:00:00+00:00,1460.9981689453125,1470.949951171875,1484.199951171875,1466.449951171875,1481.699951171875,163762
2024-02-16 00:00:00+00:00,1450.7928466796875,1460.675048828125,1476.6500244140625,1458.675048828125,1472.5250244140625,1085862
2024-02-19 00:00:00+00:00,1463.1087646484375,1473.074951171875,1479.4000244140625,1453.7750244140625,1460.675048828125,326882
2024-02-20 00:00:00+00:00,1460.4271240234375,1470.375,1474.949951171875,1462.0,1474.949951171875,208860
2024-02-21 00:00:00+00:00,1459.1607666015625,1469.0999755859375,1488.5,1458.074951171875,1471.925048828125,206810
2024-02-22 00:00:00+00:00,1471.6507568359375,1481.675048828125,1484.550048828125,1458.0,1468.9749755859375,425194
2024-02-23 00:00:00+00:00,1483.0728759765625,1493.175048828125,1498.074951171875,1482.625,1485.699951171875,1306002
2024-02-26 00:00:00+00:00,1477.113525390625,1487.175048828125,1494.875,1482.2750244140625,1494.875,81748
2024-02-27 00:00:00+00:00,1475.1517333984375,1485.199951171875,1499.925048828125,1478.0,1484.4000244140625,166422
2024-02-28 00:00:00+00:00,1444.6595458984375,1454.5,1491.0,1450.2750244140625,1482.449951171875,128666
2024-02-29 00:00:00+00:00,1452.481201171875,1462.375,1479.0,1454.7750244140625,1465.5250244140625,384752
2024-03-01 00:00:00+00:00,1482.8990478515625,1493.0,1499.5,1458.3499755859375,1458.3499755859375,1088814
2024-03-04 00:00:00+00:00,1495.612548828125,1505.800048828125,1512.4000244140625,1487.5250244140625,1490.5,279590
2024-03-05 00:00:00+00:00,1489.0074462890625,1499.1500244140625,1505.8499755859375,1486.5,1505.8499755859375,141856
2024-03-06 00:00:00+00:00,1492.8065185546875,1502.9749755859375,1509.5,1478.5,1494.7249755859375,220042
2024-03-07 00:00:00+00:00,1469.04345703125,1479.050048828125,1502.949951171875,1475.625,1501.074951171875,774104
2024-03-11 00:00:00+00:00,1455.6844482421875,1465.5999755859375,1492.3499755859375,1463.675048828125,1492.3499755859375,223174
2024-03-12 00:00:00+00:00,1465.1201171875,1475.0999755859375,1488.1500244140625,1466.0,1466.0,167000
2024-03-13 00:00:00+00:00,1422.6593017578125,1432.3499755859375,1482.9749755859375,1427.925048828125,1477.7249755859375,195914
2024-03-14 00:00:00+00:00,1422.9324951171875,1432.625,1448.675048828125,1425.5,1432.5,325274
2024-03-15 00:00:00+00:00,1409.0272216796875,1418.625,1433.2249755859375,1413.449951171875,1427.4749755859375,792002
2024-03-18 00:00:00+00:00,1429.438232421875,1439.175048828125,1441.5,1416.824951171875,1418.5999755859375,292820
2024-03-19 00:00:00+00:00,1415.7315673828125,1425.375,1436.800048828125,1417.5,1432.800048828125,256412
