Date,Adj Close,Close,High,Low,Open,Volume
2024-01-01 00:00:00+00:00,1290.7442626953125,1295.125,1303.425048828125,1286.574951171875,1290.2750244140625,4030540
2024-01-02 00:00:00+00:00,1301.4329833984375,1305.8499755859375,1307.5,1286.5,1292.5,7448800
2024-01-03 00:00:00+00:00,1287.281005859375,1291.6500244140625,1317.0,1288.5999755859375,1305.0,9037536
2024-01-04 00:00:00+00:00,1293.933349609375,1298.324951171875,1304.925048828125,1289.550048828125,1294.0,9612778
2024-01-05 00:00:00+00:00,1299.439697265625,1303.8499755859375,1309.925048828125,1299.0,1301.449951171875,8086406
2024-01-08 00:00:00+00:00,1289.2991943359375,1293.675048828125,1315.9749755859375,1284.4749755859375,1305.0,7734652
2024-01-09 00:00:00+00:00,1285.8857421875,1290.25,1303.4000244140625,1288.5999755859375,1300.0,5403074
2024-01-10 00:00:00+00:00,1320.568115234375,1325.050048828125,1329.5,1287.5250244140625,1288.5,11102740
2024-01-11 00:00:00+00:00,1355.3001708984375,1359.9000244140625,1362.5,1328.5,1329.5,23725852
2024-01-12 00:00:00+00:00,1366.0885009765625,1370.7249755859375,1373.324951171875,1345.75,1359.9000244140625,15012164
2024-01-15 00:00:00+00:00,1389.409423828125,1394.125,1396.449951171875,1366.0,1375.0,8610594
2024-01-16 00:00:00+00:00,1369.975341796875,1374.625,1396.300048828125,1370.5,1389.9749755859375,9069024
2024-01-17 00:00:00+00:00,1356.9693603515625,1361.574951171875,1386.2750244140625,1355.0250244140625,1359.5,12197382
2024-01-18 00:00:00+00:00,1363.3228759765625,1367.949951171875,1371.0,1351.25,1351.4000244140625,10279438
2024-01-19 00:00:00+00:00,1362.8245849609375,1367.449951171875,1376.0,1359.0,1376.0,10422704
2024-01-23 00:00:00+00:00,1324.0810546875,1328.574951171875,1371.75,1322.550048828125,1371.75,20055420
2024-01-24 00:00:00+00:00,1339.329345703125,1343.875,1349.5,1323.925048828125,1335.2249755859375,21919128
2024-01-25 00:00:00+00:00,1348.4981689453125,1353.074951171875,1364.1500244140625,1335.199951171875,1342.949951171875,11808872
2024-01-29 00:00:00+00:00,1443.1519775390625,1448.050048828125,1452.5,1360.175048828125,1364.5,23893438
2024-01-30 00:00:00+00:00,1402.8636474609375,1407.625,1459.9749755859375,1404.425048828125,1459.949951171875,14093978
2024-01-31 00:00:00+00:00,1421.7994384765625,1426.625,1434.25,1402.5,1404.0,15130226
2024-02-01 00:00:00+00:00,1421.8243408203125,1426.6500244140625,1443.3499755859375,1418.050048828125,1435.0,13349362
2024-02-02 00:00:00+00:00,1452.769287109375,1457.699951171875,1474.9000244140625,1433.175048828125,1433.175048828125,19652588
2024-02-05 00:00:00+00:00,1434.157470703125,1439.0250244140625,1470.5,1431.5250244140625,1460.75,8814432
2024-02-06 00:00:00+00:00,1422.970458984375,1427.800048828125,1441.8499755859375,1419.824951171875,1441.8499755859375,9047984
2024-02-07 00:00:00+00:00,1437.27197265625,1442.1500244140625,1449.5,1429.25,1435.925048828125,9296568
2024-02-08 00:00:00+00:00,1445.219970703125,1450.125,1459.4749755859375,1427.5250244140625,1450.0,14694634
2024-02-09 00:00:00+00:00,1455.8089599609375,1460.75,1471.9749755859375,1450.949951171875,1454.0,12556798
2024-02-12 00:00:00+00:00,1447.4373779296875,1452.3499755859375,1461.0,1442.3499755859375,1460.75,6674430
2024-02-13 00:00:00+00:00,1460.144287109375,1465.0999755859375,1479.0,1454.0,1455.5,7715594
2024-02-14 00:00:00+00:00,1476.3642578125,1481.375,1483.6500244140625,1457.5,1457.5,7117888
2024-02-15 00:00:00+00:00,1465.6256103515625,1470.5999755859375,1484.7249755859375,1466.5250244140625,1483.3499755859375,10006782
2024-02-16 00:00:00+00:00,1455.634521484375,1460.574951171875,1477.0,1458.550048828125,1476.4749755859375,9767498
2024-02-19 00:00:00+00:00,1469.01416015625,1474.0,1479.5,1453.5250244140625,1462.050048828125,6729828
2024-02-20 00:00:00+00:00,1466.04931640625,1471.0250244140625,1475.5,1461.800048828125,1475.0250244140625,7117496
2024-02-21 00:00:00+00:00,1462.7354736328125,1467.699951171875,1488.5250244140625,1457.550048828125,1474.0,12720292
2024-02-22 00:00:00+00:00,1476.7379150390625,1481.75,1484.949951171875,1458.0,1468.1500244140625,18493728
2024-02-23 00:00:00+00:00,1488.57275390625,1493.625,1497.550048828125,1483.3499755859375,1489.5,14438584
2024-02-26 00:00:00+00:00,1482.2940673828125,1487.324951171875,1494.5250244140625,1482.5,1493.550048828125,7513106
2024-02-27 00:00:00+00:00,1480.624755859375,1485.6500244140625,1499.949951171875,1478.050048828125,1483.0250244140625,10826044
2024-02-28 00:00:00+00:00,1450.7012939453125,1455.625,1491.2750244140625,1450.175048828125,1483.0,8647950
2024-02-29 00:00:00+00:00,1455.85888671875,1460.800048828125,1478.9749755859375,1454.5250244140625,1465.0,23628976
2024-03-01 00:00:00+00:00,1487.077880859375,1492.125,1500.0,1462.5,1463.5,12132926
2024-03-04 00:00:00+00:00,1502.30126953125,1507.4000244140625,1512.449951171875,1487.2249755859375,1490.4749755859375,10024420
2024-03-05 00:00:00+00:00,1495.12548828125,1500.199951171875,1507.4000244140625,1486.050048828125,1505.7750244140625,7107668
2024-03-06 00:00:00+00:00,1497.9161376953125,1503.0,1509.0,1478.5,1493.449951171875,7805676
2024-03-07 00:00:00+00:00,1473.922607421875,1478.925048828125,1503.0999755859375,1475.550048828125,1502.9749755859375,8315726
2024-03-11 00:00:00+00:00,1461.63916015625,1466.5999755859375,1489.0,1463.5,1489.0,11277130
2024-03-12 00:00:00+00:00,1470.4344482421875,1475.425048828125,1488.0,1465.0250244140625,1466.5999755859375,9432678
2024-03-13 00:00:00+00:00,1427.3306884765625,1432.175048828125,1483.0999755859375,1427.7750244140625,1479.7750244140625,13522134
2024-03-14 00:00:00+00:00,1426.633056640625,1431.4749755859375,1448.5250244140625,1425.5,1439.699951171875,18571102
2024-03-15 00:00:00+00:00,1413.4278564453125,1418.2249755859375,1433.2249755859375,1412.9000244140625,1425.949951171875,19223818
2024-03-18 00:00:00+00:00,1434.60595703125,1439.4749755859375,1441.7249755859375,1416.5250244140625,1420.0,9169392
2024-03-19 00:00:00+00:00,1420.4290771484375,1425.25,1437.5999755859375,1417.25,1428.75,8275764
2024-03-20 00:00:00+00:00,1438.866455078125,1443.75,1445.0,1424.0250244140625,1427.949951171875,8488806
