Date,Adj Close,Close,High,Low,Open,Volume,50 period SMA,100 period SMA,200 period SMA,14 period RSI,BB_UPPER,BB_MIDDLE,BB_LOWER,MACD,SIGNAL
2014-01-01 00:00:00+00:00,183.85523986816406,203.16473388671875,205.32484436035156,202.8904266357422,205.1419677734375,5849398,,,,,,,,0.0,0.0
2014-01-02 00:00:00+00:00,181.0006103515625,200.01028442382812,204.81053161621094,198.89022827148438,202.9132843017578,6023632,,,,0.0,,,,-0.07077290461614894,-0.039318280342304966
2014-01-03 00:00:00+00:00,178.77685546875,197.55300903320312,199.63311767578125,195.43861389160156,199.23309326171875,12833897,,,,0.0,,,,-0.16637869079877987,-0.091392219053975
2014-01-06 00:00:00+00:00,176.8531036376953,195.42718505859375,197.32443237304688,194.2957000732422,197.06155395507812,13315857,,,,0.0,,,,-0.2825366221969432,-0.1561430331267962
2014-01-07 00:00:00+00:00,174.19497680664062,192.48989868164062,196.57009887695312,192.02130126953125,195.34718322753906,17311470,,,,0.0,,,,-0.45658838246333744,-0.24551873200130273
2014-01-08 00:00:00+00:00,175.6326141357422,194.07855224609375,195.9757843017578,193.01564025878906,193.01564025878906,12726430,,,,15.185317711927254,,,,-0.4847029943402674,-0.31035096548289387
2014-01-09 00:00:00+00:00,175.9739532470703,194.45570373535156,195.16432189941406,193.16421508789062,194.3985595703125,8309185,,,,18.3550635967392,,,,-0.47729873045864224,-0.35260099103716197
2014-01-10 00:00:00+00:00,177.51502990722656,196.15866088867188,200.30743408203125,193.83853149414062,193.9185333251953,14839980,,,,30.91065221299631,,,,-0.38366729868872085,-0.3600668089678764
2014-01-13 00:00:00+00:00,182.1176300048828,201.24462890625,201.8389434814453,198.4102020263672,198.46734619140625,12058586,,,,53.774313553453084,,,,-0.060658244712186615,-0.2909019452512653
2014-01-14 00:00:00+00:00,182.3451690673828,201.49607849121094,202.19325256347656,199.42739868164062,200.81031799316406,12075547,,,,54.574690484348274,,,,0.18231022369670313,-0.1848749494782118
2014-01-15 00:00:00+00:00,183.16224670410156,202.3989715576172,204.58193969726562,201.38177490234375,202.2275390625,12660424,,,,57.425270086999134,,,,0.40342848759229355,-0.05615751897541767
2014-01-16 00:00:00+00:00,183.3070526123047,202.55899047851562,204.193359375,201.62179565429688,203.14187622070312,18038361,,,,57.92916057280402,,,,0.5688427476516154,0.07806632679696028
2014-01-17 00:00:00+00:00,183.0174560546875,202.2389678955078,205.01625061035156,201.21034240722656,203.24473571777344,15463211,,,,56.489222463139384,,,,0.6658950207094279,0.2024713013850954
2014-01-20 00:00:00+00:00,179.9145965576172,198.8102264404297,203.21044921875,197.97589111328125,202.7304229736328,16576057,,,,43.89885109714313,,,,0.5311746274697668,0.2712362824527364
2014-01-21 00:00:00+00:00,178.52862548828125,197.27871704101562,199.6902618408203,197.0386962890625,199.47311401367188,9806364,,,,39.648106546903485,,,,0.3319156833612169,0.28381472731890256
2014-01-22 00:00:00+00:00,180.47311401367188,199.42739868164062,200.0902862548828,196.15866088867188,197.38157653808594,8517726,,,,47.35077067022613,,,,0.30686423987816625,0.2885581451737783
2014-01-23 00:00:00+00:00,179.09751892089844,197.90731811523438,199.16452026367188,196.71868896484375,196.71868896484375,13767334,,,,43.154571561782895,,,,0.18988135762208458,0.2683681493756748
2014-01-24 00:00:00+00:00,179.48019409179688,198.3302001953125,199.93028259277344,196.83297729492188,197.0386962890625,11879019,,,,44.62478972004822,,,,0.12462301386858599,0.23909172510043017
2014-01-27 00:00:00+00:00,174.41217041015625,192.7299041748047,196.764404296875,192.08987426757812,195.66720581054688,12345838,,,,32.599944725061775,,,,-0.2862967891141466,0.1324775500688926
2014-01-28 00:00:00+00:00,174.76382446289062,193.11849975585938,195.66720581054688,192.62704467773438,193.60995483398438,11573795,,,,33.930328708701865,205.0773059146727,198.043896484375,191.01048705407732,-0.5742269224940912,-0.010511900569432573
2014-01-29 00:00:00+00:00,173.0572509765625,191.23268127441406,194.86715698242188,190.86695861816406,194.24998474121094,12374165,,,,30.757447849766024,204.67338709795357,197.44729385375976,190.22120060956595,-0.9145716237076158,-0.19300706600278836
2014-01-30 00:00:00+00:00,170.65769958496094,188.58111572265625,190.6040802001953,187.9410858154297,190.04405212402344,14102043,,,,26.942483474353978,205.0003520664218,196.87583541870117,188.75131877098053,-1.345029818194007,-0.42512433961761603
2014-01-31 00:00:00+00:00,171.92987060546875,189.98690795898438,190.5126495361328,188.843994140625,189.0382843017578,11038353,,,,31.77410479550244,205.1750679040496,196.49753036499024,187.81999282593088,-1.5674182956171592,-0.6549397213876732
2014-02-03 00:00:00+00:00,169.80955505371094,187.64393615722656,189.67831420898438,187.31248474121094,188.8554229736328,8227762,,,,28.402649238058046,205.64373055118764,196.10836791992188,186.5730052886561,-1.882713984751831,-0.9016596761053184
2014-02-04 00:00:00+00:00,169.94403076171875,187.79251098632812,188.95828247070312,185.87240600585938,186.18099975585938,12362252,,,,28.917721681822428,205.9973817278829,195.87349853515624,185.7496153424296,-2.095435039545066,-1.141320160504303
2014-02-05 00:00:00+00:00,169.05453491210938,186.80960083007812,187.7810821533203,184.4437713623047,187.4610595703125,11298451,,,,27.507844782723637,206.39830952182487,195.51005096435546,184.62179240688604,-2.3054872943764337,-1.3748594163695018
2014-02-06 00:00:00+00:00,168.7649688720703,186.48959350585938,188.37539672851562,184.7294921875,187.43820190429688,10826505,,,,27.04552412163531,206.72132758906437,195.11174545288085,183.50216331669733,-2.4648903757142477,-1.593393992421386
2014-02-07 00:00:00+00:00,168.475341796875,186.16957092285156,188.30682373046875,185.28952026367188,187.91822814941406,8459052,,,,26.564688258231243,206.87342977881866,194.61229095458984,182.35115213036102,-2.583335519360162,-1.7917660050859396
2014-02-10 00:00:00+00:00,170.0267791748047,187.88394165039062,188.71827697753906,185.4152374267578,186.35243225097656,10345205,,,,33.396092126845346,206.13960621864578,193.9442565917969,181.748906964948,-2.522124745791899,-1.9380641386236053
2014-02-11 00:00:00+00:00,166.57225036621094,184.0666046142578,188.58111572265625,183.49514770507812,188.12396240234375,12609169,,,,27.3050862579924,205.4849992154384,193.07278289794922,180.66056658046006,-2.72232041624369,-2.0951098072688343
